"District","FIPS","Year","Gender","Variable","Measure Type","Value"
"Marlborough School District","","2016-2017","Male","Suspensions","Percent","-9999"
"Marlborough School District","","2017-2018","Female","Suspensions","Percent","-6666"
"Marlborough School District","","2017-2018","Male","Suspensions","Percent","-6666"
"Marlborough School District","","2018-2019","Female","Suspensions","Percent","-6666"
"Marlborough School District","","2018-2019","Male","Suspensions","Percent","-9999"
"Marlborough School District","","2019-2020","Female","Suspensions","Percent","-6666"
"Marlborough School District","","2019-2020","Male","Suspensions","Percent","-9999"
"Meriden School District","900946520","2009-2010","Female","Suspensions","Percent","14.2"
"Meriden School District","900946520","2009-2010","Male","Suspensions","Percent","23.8"
"Meriden School District","900946520","2010-2011","Female","Suspensions","Percent","14.6"
"Meriden School District","900946520","2010-2011","Male","Suspensions","Percent","21.4"
"Meriden School District","900946520","2011-2012","Female","Suspensions","Percent","12.2"
"Meriden School District","900946520","2011-2012","Male","Suspensions","Percent","20.2"
"Meriden School District","900946520","2012-2013","Female","Suspensions","Percent","9.6"
"Meriden School District","900946520","2012-2013","Male","Suspensions","Percent","16.9"
"Meriden School District","900946520","2013-2014","Female","Suspensions","Percent","7.7"
"Meriden School District","900946520","2013-2014","Male","Suspensions","Percent","13.4"
"Meriden School District","900946520","2014-2015","Female","Suspensions","Percent","7.2"
"Meriden School District","900946520","2014-2015","Male","Suspensions","Percent","12.3"
"Meriden School District","900946520","2015-2016","Female","Suspensions","Percent","5.4"
"Meriden School District","900946520","2015-2016","Male","Suspensions","Percent","9.8"
"Meriden School District","900946520","2016-2017","Female","Suspensions","Percent","5.3"
"Meriden School District","900946520","2016-2017","Male","Suspensions","Percent","9.6"
"Meriden School District","900946520","2017-2018","Female","Suspensions","Percent","5.0"
"Meriden School District","900946520","2017-2018","Male","Suspensions","Percent","9.1"
"Meriden School District","900946520","2018-2019","Female","Suspensions","Percent","4.3"
"Meriden School District","900946520","2018-2019","Male","Suspensions","Percent","7.7"
"Meriden School District","900946520","2019-2020","Female","Suspensions","Percent","4.3"
"Meriden School District","900946520","2019-2020","Male","Suspensions","Percent","6.6"
"Middletown School District","900747360","2009-2010","Female","Suspensions","Percent","7.4"
"Middletown School District","900747360","2009-2010","Male","Suspensions","Percent","13.6"
"Middletown School District","900747360","2010-2011","Female","Suspensions","Percent","6.4"
"Middletown School District","900747360","2010-2011","Male","Suspensions","Percent","11.5"
"Middletown School District","900747360","2010-2011","Male","Suspensions","Percent","11.6"
"Middletown School District","900747360","2011-2012","Female","Suspensions","Percent","5.8"
"Middletown School District","900747360","2011-2012","Male","Suspensions","Percent","9.5"
"Middletown School District","900747360","2012-2013","Female","Suspensions","Percent","5.5"
"Middletown School District","900747360","2012-2013","Male","Suspensions","Percent","11.0"
"Middletown School District","900747360","2013-2014","Female","Suspensions","Percent","4.4"
"Middletown School District","900747360","2013-2014","Male","Suspensions","Percent","9.2"
"Middletown School District","900747360","2014-2015","Female","Suspensions","Percent","4.9"
"Middletown School District","900747360","2014-2015","Male","Suspensions","Percent","10.8"
"Middletown School District","900747360","2015-2016","Female","Suspensions","Percent","5.4"
"Middletown School District","900747360","2015-2016","Male","Suspensions","Percent","10.5"
"Middletown School District","900747360","2016-2017","Female","Suspensions","Percent","4.6"
"Middletown School District","900747360","2016-2017","Male","Suspensions","Percent","9.5"
"Middletown School District","900747360","2017-2018","Female","Suspensions","Percent","5.1"
"Middletown School District","900747360","2017-2018","Male","Suspensions","Percent","9.5"
"Middletown School District","900747360","2018-2019","Female","Suspensions","Percent","5.9"
"Middletown School District","900747360","2018-2019","Male","Suspensions","Percent","10.4"
"Middletown School District","900747360","2019-2020","Female","Suspensions","Percent","3.5"
"Middletown School District","900747360","2019-2020","Male","Suspensions","Percent","6.6"
"Milford School District","900947535","2009-2010","Female","Suspensions","Percent","2.9"
"Milford School District","900947535","2009-2010","Male","Suspensions","Percent","7.0"
"Milford School District","900947535","2010-2011","Female","Suspensions","Percent","1.5"
"Milford School District","900947535","2010-2011","Male","Suspensions","Percent","4.8"
"Milford School District","900947535","2011-2012","Female","Suspensions","Percent","3.2"
"Milford School District","900947535","2011-2012","Male","Suspensions","Percent","8.2"
"Milford School District","900947535","2012-2013","Female","Suspensions","Percent","2.9"
"Milford School District","900947535","2012-2013","Male","Suspensions","Percent","8.2"
"Milford School District","900947535","2013-2014","Female","Suspensions","Percent","2.8"
"Milford School District","900947535","2013-2014","Male","Suspensions","Percent","7.2"
"Milford School District","900947535","2014-2015","Female","Suspensions","Percent","3.2"
"Milford School District","900947535","2014-2015","Female","Suspensions","Percent","3.1"
"Milford School District","900947535","2014-2015","Male","Suspensions","Percent","7.3"
"Milford School District","900947535","2015-2016","Female","Suspensions","Percent","3.8"
"Milford School District","900947535","2015-2016","Male","Suspensions","Percent","9.1"
"Milford School District","900947535","2016-2017","Female","Suspensions","Percent","3.2"
"Milford School District","900947535","2016-2017","Male","Suspensions","Percent","8.1"
"Milford School District","900947535","2017-2018","Female","Suspensions","Percent","3.3"
"Milford School District","900947535","2017-2018","Male","Suspensions","Percent","7.9"
"Milford School District","900947535","2018-2019","Female","Suspensions","Percent","2.7"
"Milford School District","900947535","2018-2019","Male","Suspensions","Percent","6.4"
"Milford School District","900947535","2019-2020","Female","Suspensions","Percent","1.9"
"Milford School District","900947535","2019-2020","Male","Suspensions","Percent","4.9"
"Monroe School District","900148620","2009-2010","Female","Suspensions","Percent","0.6"
"Monroe School District","900148620","2009-2010","Male","Suspensions","Percent","3.8"
"Monroe School District","900148620","2010-2011","Female","Suspensions","Percent","0.6"
"Monroe School District","900148620","2010-2011","Male","Suspensions","Percent","3.9"
"Monroe School District","900148620","2011-2012","Female","Suspensions","Percent","-9999"
"Monroe School District","900148620","2011-2012","Male","Suspensions","Percent","-9999"
"Monroe School District","900148620","2012-2013","Female","Suspensions","Percent","0.5"
"Monroe School District","900148620","2012-2013","Male","Suspensions","Percent","2.6"
"Monroe School District","900148620","2013-2014","Female","Suspensions","Percent","0.4"
"Monroe School District","900148620","2013-2014","Male","Suspensions","Percent","2.3"
"Monroe School District","900148620","2014-2015","Female","Suspensions","Percent","0.6"
"Monroe School District","900148620","2014-2015","Male","Suspensions","Percent","2.1"
"Monroe School District","900148620","2015-2016","Female","Suspensions","Percent","0.6"
"Monroe School District","900148620","2015-2016","Male","Suspensions","Percent","3.3"
"Monroe School District","900148620","2016-2017","Female","Suspensions","Percent","0.9"
"Monroe School District","900148620","2016-2017","Male","Suspensions","Percent","3.4"
"Monroe School District","900148620","2017-2018","Female","Suspensions","Percent","0.6"
"Monroe School District","900148620","2017-2018","Male","Suspensions","Percent","2.9"
"Monroe School District","900148620","2018-2019","Female","Suspensions","Percent","0.7"
"Monroe School District","900148620","2018-2019","Male","Suspensions","Percent","3.3"
"Monroe School District","900148620","2019-2020","Female","Suspensions","Percent","0.6"
"Monroe School District","900148620","2019-2020","Male","Suspensions","Percent","1.7"
"Montville School District","901148900","2009-2010","Female","Suspensions","Percent","6.3"
"Montville School District","901148900","2009-2010","Male","Suspensions","Percent","11.3"
"Montville School District","901148900","2010-2011","Female","Suspensions","Percent","5.3"
"Montville School District","901148900","2010-2011","Male","Suspensions","Percent","10.9"
"Montville School District","901148900","2011-2012","Female","Suspensions","Percent","7.4"
"Montville School District","901148900","2011-2012","Male","Suspensions","Percent","13.8"
"Montville School District","901148900","2012-2013","Female","Suspensions","Percent","4.1"
"Montville School District","901148900","2012-2013","Male","Suspensions","Percent","7.3"
"Montville School District","901148900","2013-2014","Female","Suspensions","Percent","2.1"
"Montville School District","901148900","2013-2014","Male","Suspensions","Percent","7.2"
"Montville School District","901148900","2014-2015","Female","Suspensions","Percent","2.8"
"Montville School District","901148900","2014-2015","Male","Suspensions","Percent","5.7"
"Montville School District","901148900","2015-2016","Female","Suspensions","Percent","2.8"
"Montville School District","901148900","2015-2016","Male","Suspensions","Percent","6.5"
"Montville School District","901148900","2016-2017","Female","Suspensions","Percent","2.7"
"Montville School District","901148900","2016-2017","Male","Suspensions","Percent","5.9"
"Montville School District","901148900","2017-2018","Female","Suspensions","Percent","4.0"
"Montville School District","901148900","2017-2018","Male","Suspensions","Percent","10.6"
"Montville School District","901148900","2018-2019","Female","Suspensions","Percent","4.3"
"Montville School District","901148900","2018-2019","Male","Suspensions","Percent","8.2"
"Montville School District","901148900","2019-2020","Female","Suspensions","Percent","3.1"
"Montville School District","901148900","2019-2020","Male","Suspensions","Percent","5.9"
"Naugatuck School District","900949950","2009-2010","Female","Suspensions","Percent","5.8"
"Naugatuck School District","900949950","2009-2010","Male","Suspensions","Percent","14.3"
"Naugatuck School District","900949950","2010-2011","Female","Suspensions","Percent","7.0"
"Naugatuck School District","900949950","2010-2011","Male","Suspensions","Percent","15.9"
"Naugatuck School District","900949950","2011-2012","Female","Suspensions","Percent","6.0"
"Naugatuck School District","900949950","2011-2012","Male","Suspensions","Percent","14.7"
"Naugatuck School District","900949950","2012-2013","Female","Suspensions","Percent","4.5"
"Naugatuck School District","900949950","2012-2013","Male","Suspensions","Percent","11.8"
"Naugatuck School District","900949950","2013-2014","Female","Suspensions","Percent","4.6"
"Naugatuck School District","900949950","2013-2014","Male","Suspensions","Percent","12.1"
"Naugatuck School District","900949950","2014-2015","Female","Suspensions","Percent","4.3"
"Naugatuck School District","900949950","2014-2015","Male","Suspensions","Percent","11.3"
"Naugatuck School District","900949950","2015-2016","Female","Suspensions","Percent","5.2"
"Naugatuck School District","900949950","2015-2016","Male","Suspensions","Percent","10.0"
"Naugatuck School District","900949950","2016-2017","Female","Suspensions","Percent","5.0"
"Naugatuck School District","900949950","2016-2017","Male","Suspensions","Percent","12.0"
"Naugatuck School District","900949950","2017-2018","Female","Suspensions","Percent","5.1"
"Naugatuck School District","900949950","2017-2018","Male","Suspensions","Percent","10.5"
"Naugatuck School District","900949950","2018-2019","Female","Suspensions","Percent","5.7"
"Naugatuck School District","900949950","2018-2019","Male","Suspensions","Percent","11.4"
"Naugatuck School District","900949950","2019-2020","Female","Suspensions","Percent","3.6"
"Naugatuck School District","900949950","2019-2020","Male","Suspensions","Percent","9.0"
"New Beginnings Inc. Family Academy District","","2009-2010","Female","Suspensions","Percent","11.5"
"New Beginnings Inc. Family Academy District","","2009-2010","Male","Suspensions","Percent","26.1"
"New Beginnings Inc. Family Academy District","","2010-2011","Female","Suspensions","Percent","13.6"
"New Beginnings Inc. Family Academy District","","2010-2011","Male","Suspensions","Percent","26.0"
"New Beginnings Inc. Family Academy District","","2011-2012","Female","Suspensions","Percent","11.6"
"New Beginnings Inc. Family Academy District","","2011-2012","Male","Suspensions","Percent","18.4"
"New Beginnings Inc. Family Academy District","","2012-2013","Female","Suspensions","Percent","17.3"
"New Beginnings Inc. Family Academy District","","2012-2013","Male","Suspensions","Percent","28.1"
"New Beginnings Inc. Family Academy District","","2013-2014","Female","Suspensions","Percent","16.6"
"New Beginnings Inc. Family Academy District","","2013-2014","Male","Suspensions","Percent","27.7"
"New Beginnings Inc. Family Academy District","","2014-2015","Female","Suspensions","Percent","8.0"
"New Beginnings Inc. Family Academy District","","2014-2015","Male","Suspensions","Percent","16.5"
"New Beginnings Inc. Family Academy District","","2015-2016","Female","Suspensions","Percent","13.0"
"New Beginnings Inc. Family Academy District","","2015-2016","Male","Suspensions","Percent","17.4"
"New Beginnings Inc. Family Academy District","","2016-2017","Female","Suspensions","Percent","-6666"
"New Beginnings Inc. Family Academy District","","2016-2017","Male","Suspensions","Percent","-9999"
"New Beginnings Inc. Family Academy District","","2017-2018","Female","Suspensions","Percent","-6666"
"New Beginnings Inc. Family Academy District","","2017-2018","Male","Suspensions","Percent","-9999"
"New Beginnings Inc. Family Academy District","","2018-2019","Female","Suspensions","Percent","-9999"
"New Beginnings Inc. Family Academy District","","2018-2019","Male","Suspensions","Percent","-9999"
"New Beginnings Inc. Family Academy District","","2019-2020","Female","Suspensions","Percent","-6666"
"New Beginnings Inc. Family Academy District","","2019-2020","Male","Suspensions","Percent","2.4"
"New Britain School District","900350440","2009-2010","Female","Suspensions","Percent","12.6"
"New Britain School District","900350440","2009-2010","Male","Suspensions","Percent","21.9"
"New Britain School District","900350440","2010-2011","Female","Suspensions","Percent","8.9"
"New Britain School District","900350440","2010-2011","Male","Suspensions","Percent","12.8"
"New Britain School District","900350440","2011-2012","Female","Suspensions","Percent","13.6"
"New Britain School District","900350440","2011-2012","Male","Suspensions","Percent","22.1"
"New Britain School District","900350440","2012-2013","Female","Suspensions","Percent","14.6"
"New Britain School District","900350440","2012-2013","Male","Suspensions","Percent","22.6"
"New Britain School District","900350440","2013-2014","Female","Suspensions","Percent","14.5"
"New Britain School District","900350440","2013-2014","Male","Suspensions","Percent","24.2"
"New Britain School District","900350440","2014-2015","Female","Suspensions","Percent","10.9"
"New Britain School District","900350440","2014-2015","Male","Suspensions","Percent","18.3"
"New Britain School District","900350440","2015-2016","Female","Suspensions","Percent","10.3"
"New Britain School District","900350440","2015-2016","Male","Suspensions","Percent","16.5"
"New Britain School District","900350440","2016-2017","Female","Suspensions","Percent","8.4"
"New Britain School District","900350440","2016-2017","Male","Suspensions","Percent","14.3"
"New Britain School District","900350440","2017-2018","Female","Suspensions","Percent","7.6"
"New Britain School District","900350440","2017-2018","Male","Suspensions","Percent","13.4"
"New Britain School District","900350440","2018-2019","Female","Suspensions","Percent","8.4"
"New Britain School District","900350440","2018-2019","Male","Suspensions","Percent","13.3"
"New Britain School District","900350440","2019-2020","Female","Suspensions","Percent","7.1"
"New Britain School District","900350440","2019-2020","Male","Suspensions","Percent","10.5"
"New Canaan School District","900150580","2009-2010","Female","Suspensions","Percent","0.4"
"New Canaan School District","900150580","2009-2010","Male","Suspensions","Percent","1.4"
"New Canaan School District","900150580","2010-2011","Female","Suspensions","Percent","-9999"
"New Canaan School District","900150580","2010-2011","Male","Suspensions","Percent","-9999"
"New Canaan School District","900150580","2011-2012","Female","Suspensions","Percent","-9999"
"New Canaan School District","900150580","2011-2012","Male","Suspensions","Percent","-9999"
"New Canaan School District","900150580","2012-2013","Female","Suspensions","Percent","-6666"
"New Canaan School District","900150580","2012-2013","Male","Suspensions","Percent","-6666"
"New Canaan School District","900150580","2013-2014","Female","Suspensions","Percent","0.3"
"New Canaan School District","900150580","2013-2014","Male","Suspensions","Percent","0.9"
"New Canaan School District","900150580","2014-2015","Female","Suspensions","Percent","0.3"
"New Canaan School District","900150580","2014-2015","Male","Suspensions","Percent","0.6"
"New Canaan School District","900150580","2015-2016","Female","Suspensions","Percent","0.6"
"New Canaan School District","900150580","2015-2016","Male","Suspensions","Percent","0.7"
"New Canaan School District","900150580","2016-2017","Female","Suspensions","Percent","0.3"
"New Canaan School District","900150580","2016-2017","Male","Suspensions","Percent","1.5"
"New Canaan School District","900150580","2017-2018","Female","Suspensions","Percent","0.3"
"New Canaan School District","900150580","2017-2018","Male","Suspensions","Percent","0.8"
"New Canaan School District","900150580","2018-2019","Female","Suspensions","Percent","0.5"
"New Canaan School District","900150580","2018-2019","Male","Suspensions","Percent","1.4"
"New Canaan School District","900150580","2019-2020","Female","Suspensions","Percent","-9999"
"New Canaan School District","900150580","2019-2020","Male","Suspensions","Percent","-9999"
"New Fairfield School District","900150860","2009-2010","Female","Suspensions","Percent","2.0"
"New Fairfield School District","900150860","2009-2010","Male","Suspensions","Percent","6.1"
"New Fairfield School District","900150860","2010-2011","Female","Suspensions","Percent","2.6"
"New Fairfield School District","900150860","2010-2011","Male","Suspensions","Percent","6.5"
"New Fairfield School District","900150860","2011-2012","Female","Suspensions","Percent","1.6"
"New Fairfield School District","900150860","2011-2012","Male","Suspensions","Percent","6.6"
"New Fairfield School District","900150860","2012-2013","Female","Suspensions","Percent","3.0"
"New Fairfield School District","900150860","2012-2013","Male","Suspensions","Percent","5.0"
"New Fairfield School District","900150860","2013-2014","Female","Suspensions","Percent","2.8"
"New Fairfield School District","900150860","2013-2014","Male","Suspensions","Percent","3.7"
"New Fairfield School District","900150860","2014-2015","Female","Suspensions","Percent","1.6"
"New Fairfield School District","900150860","2014-2015","Male","Suspensions","Percent","4.7"
"New Fairfield School District","900150860","2015-2016","Female","Suspensions","Percent","1.8"
"New Fairfield School District","900150860","2015-2016","Male","Suspensions","Percent","3.4"
"New Fairfield School District","900150860","2016-2017","Female","Suspensions","Percent","1.2"
"New Fairfield School District","900150860","2016-2017","Male","Suspensions","Percent","4.6"
"New Fairfield School District","900150860","2017-2018","Female","Suspensions","Percent","1.1"
"New Fairfield School District","900150860","2017-2018","Male","Suspensions","Percent","4.8"
"New Fairfield School District","900150860","2018-2019","Female","Suspensions","Percent","0.9"
"New Fairfield School District","900150860","2018-2019","Male","Suspensions","Percent","4.2"
"New Fairfield School District","900150860","2019-2020","Female","Suspensions","Percent","1.2"
"New Fairfield School District","900150860","2019-2020","Male","Suspensions","Percent","2.9"
"New Hartford School District","","2009-2010","Female","Suspensions","Percent","-9999"
"New Hartford School District","","2009-2010","Male","Suspensions","Percent","-9999"
"New Hartford School District","","2010-2011","Female","Suspensions","Percent","-9999"
"New Hartford School District","","2010-2011","Male","Suspensions","Percent","-9999"
"New Hartford School District","","2011-2012","Female","Suspensions","Percent","-6666"
"New Hartford School District","","2011-2012","Male","Suspensions","Percent","-9999"
"New Hartford School District","","2012-2013","Female","Suspensions","Percent","-6666"
"New Hartford School District","","2012-2013","Male","Suspensions","Percent","-9999"
"New Hartford School District","","2013-2014","Female","Suspensions","Percent","-9999"
"New Hartford School District","","2013-2014","Male","Suspensions","Percent","-9999"
"New Hartford School District","","2014-2015","Female","Suspensions","Percent","-9999"
"New Hartford School District","","2014-2015","Male","Suspensions","Percent","-9999"
"New Hartford School District","","2015-2016","Female","Suspensions","Percent","-6666"
"New Hartford School District","","2015-2016","Male","Suspensions","Percent","-9999"
"New Hartford School District","","2016-2017","Female","Suspensions","Percent","-6666"
"New Hartford School District","","2016-2017","Male","Suspensions","Percent","-9999"
"New Hartford School District","","2017-2018","Female","Suspensions","Percent","-9999"
"New Hartford School District","","2017-2018","Male","Suspensions","Percent","-9999"
"New Hartford School District","","2018-2019","Female","Suspensions","Percent","-6666"
"New Hartford School District","","2018-2019","Male","Suspensions","Percent","3.7"
"New Hartford School District","","2019-2020","Female","Suspensions","Percent","-6666"
"New Hartford School District","","2019-2020","Male","Suspensions","Percent","-9999"
"New Haven School District","900952070","2009-2010","Female","Suspensions","Percent","9.8"
"New Haven School District","900952070","2009-2010","Male","Suspensions","Percent","17.7"
"New Haven School District","900952070","2010-2011","Female","Suspensions","Percent","6.9"
"New Haven School District","900952070","2010-2011","Male","Suspensions","Percent","12.8"
"New Haven School District","900952070","2011-2012","Female","Suspensions","Percent","7.8"
"New Haven School District","900952070","2011-2012","Male","Suspensions","Percent","13.6"
"New Haven School District","900952070","2012-2013","Female","Suspensions","Percent","5.4"
"New Haven School District","900952070","2012-2013","Male","Suspensions","Percent","10.2"
"New Haven School District","900952070","2012-2013","Male","Suspensions","Percent","10.3"
"New Haven School District","900952070","2013-2014","Female","Suspensions","Percent","5.0"
"New Haven School District","900952070","2013-2014","Male","Suspensions","Percent","9.9"
"New Haven School District","900952070","2014-2015","Female","Suspensions","Percent","5.6"
"New Haven School District","900952070","2014-2015","Male","Suspensions","Percent","12.0"
"New Haven School District","900952070","2015-2016","Female","Suspensions","Percent","5.7"
"New Haven School District","900952070","2015-2016","Male","Suspensions","Percent","10.5"
"New Haven School District","900952070","2016-2017","Female","Suspensions","Percent","5.3"
"New Haven School District","900952070","2016-2017","Male","Suspensions","Percent","8.4"
"New Haven School District","900952070","2017-2018","Female","Suspensions","Percent","5.4"
"New Haven School District","900952070","2017-2018","Male","Suspensions","Percent","8.3"
"New Haven School District","900952070","2018-2019","Female","Suspensions","Percent","5.8"
"New Haven School District","900952070","2018-2019","Male","Suspensions","Percent","8.8"
"New Haven School District","900952070","2019-2020","Female","Suspensions","Percent","3.4"
"New Haven School District","900952070","2019-2020","Male","Suspensions","Percent","5.8"
"New London School District","901152350","2009-2010","Female","Suspensions","Percent","14.9"
"New London School District","901152350","2009-2010","Male","Suspensions","Percent","21.2"
"New London School District","901152350","2010-2011","Female","Suspensions","Percent","16.5"
"New London School District","901152350","2010-2011","Male","Suspensions","Percent","25.4"
"New London School District","901152350","2011-2012","Female","Suspensions","Percent","13.8"
"New London School District","901152350","2011-2012","Male","Suspensions","Percent","22.8"
"New London School District","901152350","2012-2013","Female","Suspensions","Percent","13.7"
"New London School District","901152350","2012-2013","Male","Suspensions","Percent","26.2"
"New London School District","901152350","2013-2014","Female","Suspensions","Percent","13.0"
"New London School District","901152350","2013-2014","Male","Suspensions","Percent","25.0"
"New London School District","901152350","2014-2015","Female","Suspensions","Percent","12.5"
"New London School District","901152350","2014-2015","Male","Suspensions","Percent","25.9"
"New London School District","901152350","2015-2016","Female","Suspensions","Percent","10.8"
"New London School District","901152350","2015-2016","Male","Suspensions","Percent","19.4"
"New London School District","901152350","2016-2017","Female","Suspensions","Percent","7.8"
"New London School District","901152350","2016-2017","Male","Suspensions","Percent","16.3"
"New London School District","901152350","2017-2018","Female","Suspensions","Percent","8.2"
"New London School District","901152350","2017-2018","Male","Suspensions","Percent","13.0"
"New London School District","901152350","2018-2019","Female","Suspensions","Percent","6.5"
"New London School District","901152350","2018-2019","Male","Suspensions","Percent","10.3"
"New London School District","901152350","2019-2020","Female","Suspensions","Percent","5.6"
"New London School District","901152350","2019-2020","Male","Suspensions","Percent","9.3"
"New Milford School District","900552630","2009-2010","Female","Suspensions","Percent","4.2"
"New Milford School District","900552630","2009-2010","Male","Suspensions","Percent","10.6"
"New Milford School District","900552630","2010-2011","Female","Suspensions","Percent","3.7"
"New Milford School District","900552630","2010-2011","Male","Suspensions","Percent","8.9"
"New Milford School District","900552630","2011-2012","Female","Suspensions","Percent","2.8"
"New Milford School District","900552630","2011-2012","Male","Suspensions","Percent","6.7"
"New Milford School District","900552630","2012-2013","Female","Suspensions","Percent","3.6"
"New Milford School District","900552630","2012-2013","Male","Suspensions","Percent","8.0"
"New Milford School District","900552630","2013-2014","Female","Suspensions","Percent","2.8"
"New Milford School District","900552630","2013-2014","Male","Suspensions","Percent","8.0"
"New Milford School District","900552630","2014-2015","Female","Suspensions","Percent","2.4"
"New Milford School District","900552630","2014-2015","Male","Suspensions","Percent","7.9"
"New Milford School District","900552630","2015-2016","Female","Suspensions","Percent","2.6"
"New Milford School District","900552630","2015-2016","Male","Suspensions","Percent","7.3"
"New Milford School District","900552630","2016-2017","Female","Suspensions","Percent","3.0"
"New Milford School District","900552630","2016-2017","Male","Suspensions","Percent","7.7"
"New Milford School District","900552630","2017-2018","Female","Suspensions","Percent","-9999"
"New Milford School District","900552630","2017-2018","Male","Suspensions","Percent","8.5"
"New Milford School District","900552630","2018-2019","Female","Suspensions","Percent","-9999"
"New Milford School District","900552630","2018-2019","Male","Suspensions","Percent","8.7"
"New Milford School District","900552630","2019-2020","Female","Suspensions","Percent","-9999"
"New Milford School District","900552630","2019-2020","Male","Suspensions","Percent","6.4"
"Newington School District","900352140","2009-2010","Female","Suspensions","Percent","3.3"
"Newington School District","900352140","2009-2010","Male","Suspensions","Percent","8.7"
"Newington School District","900352140","2010-2011","Female","Suspensions","Percent","3.4"
"Newington School District","900352140","2010-2011","Male","Suspensions","Percent","8.3"
"Newington School District","900352140","2011-2012","Female","Suspensions","Percent","3.2"
"Newington School District","900352140","2011-2012","Male","Suspensions","Percent","9.5"
"Newington School District","900352140","2012-2013","Female","Suspensions","Percent","3.7"
"Newington School District","900352140","2012-2013","Male","Suspensions","Percent","8.0"
"Newington School District","900352140","2013-2014","Female","Suspensions","Percent","3.7"
"Newington School District","900352140","2013-2014","Male","Suspensions","Percent","9.1"
"Newington School District","900352140","2014-2015","Female","Suspensions","Percent","2.5"
"Newington School District","900352140","2014-2015","Male","Suspensions","Percent","7.3"
"Newington School District","900352140","2015-2016","Female","Suspensions","Percent","2.1"
"Newington School District","900352140","2015-2016","Male","Suspensions","Percent","7.3"
"Newington School District","900352140","2016-2017","Female","Suspensions","Percent","1.8"
"Newington School District","900352140","2016-2017","Male","Suspensions","Percent","6.3"
"Newington School District","900352140","2017-2018","Female","Suspensions","Percent","2.6"
"Newington School District","900352140","2017-2018","Male","Suspensions","Percent","6.6"
"Newington School District","900352140","2018-2019","Female","Suspensions","Percent","2.4"
"Newington School District","900352140","2018-2019","Male","Suspensions","Percent","6.3"
"Newington School District","900352140","2019-2020","Female","Suspensions","Percent","1.4"
"Newington School District","900352140","2019-2020","Male","Suspensions","Percent","4.6"
"Newtown School District","900152980","2009-2010","Female","Suspensions","Percent","1.7"
"Newtown School District","900152980","2009-2010","Male","Suspensions","Percent","3.8"
"Newtown School District","900152980","2010-2011","Female","Suspensions","Percent","1.8"
"Newtown School District","900152980","2010-2011","Male","Suspensions","Percent","4.5"
"Newtown School District","900152980","2011-2012","Female","Suspensions","Percent","0.6"
"Newtown School District","900152980","2011-2012","Male","Suspensions","Percent","3.6"
"Newtown School District","900152980","2012-2013","Female","Suspensions","Percent","1.0"
"Newtown School District","900152980","2012-2013","Male","Suspensions","Percent","3.5"
"Newtown School District","900152980","2013-2014","Female","Suspensions","Percent","0.9"
"Newtown School District","900152980","2013-2014","Male","Suspensions","Percent","3.2"
"Newtown School District","900152980","2014-2015","Female","Suspensions","Percent","0.9"
"Newtown School District","900152980","2014-2015","Male","Suspensions","Percent","4.0"
"Newtown School District","900152980","2015-2016","Female","Suspensions","Percent","0.6"
"Newtown School District","900152980","2015-2016","Male","Suspensions","Percent","4.4"
"Newtown School District","900152980","2016-2017","Female","Suspensions","Percent","1.6"
"Newtown School District","900152980","2016-2017","Male","Suspensions","Percent","4.7"
"Newtown School District","900152980","2017-2018","Female","Suspensions","Percent","1.2"
"Newtown School District","900152980","2017-2018","Male","Suspensions","Percent","4.1"
"Newtown School District","900152980","2018-2019","Female","Suspensions","Percent","1.0"
"Newtown School District","900152980","2018-2019","Male","Suspensions","Percent","3.4"
"Newtown School District","900152980","2019-2020","Female","Suspensions","Percent","0.6"
"Newtown School District","900152980","2019-2020","Male","Suspensions","Percent","2.6"
"Norfolk School District","","2009-2010","Female","Suspensions","Percent","-6666"
"Norfolk School District","","2009-2010","Male","Suspensions","Percent","-6666"
"Norfolk School District","","2010-2011","Female","Suspensions","Percent","-6666"
"Norfolk School District","","2010-2011","Male","Suspensions","Percent","-6666"
"Norfolk School District","","2011-2012","Female","Suspensions","Percent","-6666"
"Norfolk School District","","2011-2012","Male","Suspensions","Percent","-6666"
"Norfolk School District","","2012-2013","Female","Suspensions","Percent","-6666"
"Norfolk School District","","2012-2013","Male","Suspensions","Percent","-6666"
"Norfolk School District","","2013-2014","Female","Suspensions","Percent","-6666"
"Norfolk School District","","2013-2014","Male","Suspensions","Percent","-6666"
"Norfolk School District","","2014-2015","Female","Suspensions","Percent","-9999"
"Norfolk School District","","2014-2015","Male","Suspensions","Percent","-9999"
"Norfolk School District","","2015-2016","Female","Suspensions","Percent","-9999"
"Norfolk School District","","2015-2016","Male","Suspensions","Percent","-9999"
"Norfolk School District","","2016-2017","Female","Suspensions","Percent","-6666"
"Norfolk School District","","2016-2017","Male","Suspensions","Percent","-9999"
"Norfolk School District","","2017-2018","Female","Suspensions","Percent","-9999"
"Norfolk School District","","2017-2018","Male","Suspensions","Percent","-9999"
"Norfolk School District","","2018-2019","Female","Suspensions","Percent","-9999"
"Norfolk School District","","2018-2019","Male","Suspensions","Percent","-9999"
"Norfolk School District","","2019-2020","Female","Suspensions","Percent","-6666"
"Norfolk School District","","2019-2020","Male","Suspensions","Percent","-6666"
"North Branford School District","900953890","2009-2010","Female","Suspensions","Percent","4.0"
"North Branford School District","900953890","2009-2010","Male","Suspensions","Percent","13.5"
